session,date,month,day,year,title,keywords,kw_1,kw_2,kw_3,kw_4,kw_5,kw_6,kw_7,kw_8,kw_9,kw_10
119.0,"July 29, 2025",7.0,29,2025,PERSPECTIVES ON REAUTHORIZATION OF THE  U.S. GRAIN STANDARDS ACT,agriculture nutrition; forests act; farm bureau; nutrition forestry; USDA; 2025 statements; grain; tribal consultation; american farmers; advance appropriations,agriculture nutrition,forests act,farm bureau,nutrition forestry,USDA,2025 statements,grain,tribal consultation,american farmers,advance appropriations
118.0,"February 28, 2023",2.0,28,2023,NOMINATION OF COLLEEN J. SHOGAN,homeland security; nomination; answer department; secretary kendall; 2022 https; hrsa; executive branch; www govinfo; filed; 51,homeland security,nomination,answer department,secretary kendall,2022 https,hrsa,executive branch,www govinfo,filed,51
118.0,"September 25, 2024",9.0,25,2024,"S. 4444, S. 4633, S. 4643, S. 4705, S. 4998",indian affairs; holding hearing; pursuant notice; navajo; south dakota; executive branch; reservations; good news; conducted; department justice,indian affairs,holding hearing,pursuant notice,navajo,south dakota,executive branch,reservations,good news,conducted,department justice
118.0,"September 18, 2024",9.0,18,2024,NOMINATION OF HON. PATRICE H. KUNESH TO  BE CHAIRMAN OF THE NATIONAL INDIAN  GAMING COMMISSION,indian affairs; nominee; tribal; trade commission; reservations; forward hearing; director national; good news; conducted; hrsa,indian affairs,nominee,tribal,trade commission,reservations,forward hearing,director national,good news,conducted,hrsa
118.0,"July 25, 2024",7.0,25,2024,S. 4370 AND S. 4505,indian affairs; important hearing; pursuant notice; navajo; executive branch; good news; conducted; reservations; moore; south dakota,indian affairs,important hearing,pursuant notice,navajo,executive branch,good news,conducted,reservations,moore,south dakota
118.0,"July 10, 2024",7.0,10,2024,"S. 2783, S. 3406, S. 3857 AND S. 4365",indian affairs; important hearing; tribal; executive branch; south dakota; good news; conducted; secretary mayorkas; pursuant notice; moore,indian affairs,important hearing,tribal,executive branch,south dakota,good news,conducted,secretary mayorkas,pursuant notice,moore
118.0,"June 12, 2024",6.0,12,2024,"S. 2908, S. 3263, S. 4000, AND S. 4442",indian affairs; important hearing; navajo; pursuant notice; south dakota; executive branch; reservations; good news; moore; secretary mayorkas,indian affairs,important hearing,navajo,pursuant notice,south dakota,executive branch,reservations,good news,moore,secretary mayorkas
118.0,"May 22, 2024",5.0,22,2024,EXAMINING PUBLIC SAFETY AND JUSTICE  RESOURCES IN NATIVE COMMUNITIES,indian affairs; important hearing; tribal; department justice; south dakota; conducted; reservations; alaska native; good news; testify,indian affairs,important hearing,tribal,department justice,south dakota,conducted,reservations,alaska native,good news,testify
118.0,"May 1, 2024",5.0,1,2024,S. 465 AND S. 2695,indian affairs; important hearing; pursuant notice; navajo; department justice; south dakota; conducted; good news; reservations; executive branch,indian affairs,important hearing,pursuant notice,navajo,department justice,south dakota,conducted,good news,reservations,executive branch
118.0,"February 8, 2024",2.0,8,2024,"S. 2385, S. 2796, S. 2868, S. 3022, AND S. 3230",indian affairs; forward hearing; south dakota; navajo; department justice; reservations; pursuant notice; conducted; good news; appointment,indian affairs,forward hearing,south dakota,navajo,department justice,reservations,pursuant notice,conducted,good news,appointment
118.0,"December 6, 2023",,6,2023,GROWING CRISIS,indian affairs; alaska native; tribal communities; navajo; FDA; settlement act; important hearing; department justice; partisan; good news,indian affairs,alaska native,tribal communities,navajo,FDA,settlement act,important hearing,department justice,partisan,good news
118.0,"November 10, 2023",11.0,10,2023,"THE IMPACT OF THE HISTORIC SALMON  DECLINES ON THE HEALTH AND WELL  BEING OF ALASKA NATIVE COMMUNITIES  ALONG ARCTIC, YUKON, AND KUSKOKWIM",alaska native; indian affairs; tribal lands; salmon; health outcomes; EPA; south dakota; navajo; indian water; important hearing,alaska native,indian affairs,tribal lands,salmon,health outcomes,EPA,south dakota,navajo,indian water,important hearing
118.0,"November 8, 2023",11.0,8,2023,PERSPECTIVES ON ADDRESSING THE  GROWING CRISIS,indian affairs; native american; important hearing; tribal lands; navajo nation; scrutiny; fentanyl; south dakota; pursuant notice; tribal,indian affairs,native american,important hearing,tribal lands,navajo nation,scrutiny,fentanyl,south dakota,pursuant notice,tribal
118.0,"September 27, 2023",9.0,27,2023,BEFORE THE,indian affairs; navajo; important hearing; indian water; reservations; tribal lands; dakota; executive branch; indians; pursuant notice,indian affairs,navajo,important hearing,indian water,reservations,tribal lands,dakota,executive branch,indians,pursuant notice
118.0,"July 26, 2023",7.0,26,2023,NATIVE PRIORITIES FOR THE 2023 FARM BILL  REAUTHORIZATION,indian affairs; reauthorization; forward hearing; navajo; south dakota; 2023 __________; executive branch; reservations; settlement act; additional funding,indian affairs,reauthorization,forward hearing,navajo,south dakota,2023 __________,executive branch,reservations,settlement act,additional funding
118.0,"July 19, 2023",7.0,19,2023,BEFORE THE,indian affairs; forward hearing; navajo; executive branch; statement record; district court; pursuant notice; reservations; good news; dakota,indian affairs,forward hearing,navajo,executive branch,statement record,district court,pursuant notice,reservations,good news,dakota
118.0,"July 12, 2023",7.0,12,2023,"S. 616, S. 1898 AND S. 1987",indian affairs; navajo; holding hearing; pursuant notice; executive branch; reservations; conducted; district columbia; moore; good news,indian affairs,navajo,holding hearing,pursuant notice,executive branch,reservations,conducted,district columbia,moore,good news
118.0,"May 3, 2023",5.0,3,2023,"S. 195, S. 382 AND S. 1322",indian affairs; forward hearing; tribal; department justice; south dakota; good news; 2023 __________; conducted; pursuant notice; appointment,indian affairs,forward hearing,tribal,department justice,south dakota,good news,2023 __________,conducted,pursuant notice,appointment
118.0,"March 29, 2023",3.0,29,2023,INFLATION  REDUCTION ACT AND THE BIPARTISAN  INFRASTRUCTURE LAW,indian affairs; department energy; tribal; stakeholders; 2023 __________; tariffs; forward hearing; executive branch; south dakota; good news,indian affairs,department energy,tribal,stakeholders,2023 __________,tariffs,forward hearing,executive branch,south dakota,good news
118.0,"March 8, 2023",3.0,8,2023,NATIVE COMMUNITIES' PRIORITIES FOR THE  118TH CONGRESS,indian affairs; navajo; important hearing; reservations; tribal lands; dakota; pursuant notice; indians; executive branch; durbin thank,indian affairs,navajo,important hearing,reservations,tribal lands,dakota,pursuant notice,indians,executive branch,durbin thank
118.0,"April 27, 2014",4.0,27,2014,AMERICA'S HIGH-STAKES BET ON LEGALIZED SPORTS GAMBLING,judge; Tax Cuts; nominees; waiver; partisan; board; constitutional; reservations; rounds; filed,judge,Tax Cuts,nominees,waiver,partisan,board,constitutional,reservations,rounds,filed
118.0,na,,na,na,"HOW MASS DEPORTATIONS WILL SEPARATE AMERICAN FAMILIES, HARM OUR ARMED FORCES, AND DEVASTATE OUR ECONOMY",immigration; executive order; judge; ted cruz; Tax Cuts; waiver; american families; screening; fy 2024; filed,immigration,executive order,judge,ted cruz,Tax Cuts,waiver,american families,screening,fy 2024,filed
118.0,na,,na,na,HOW BUMP STOCKS AND OTHER CONVERSION DEVICES ARE AMPLIFYING THE GUN VIOLENCE EPIDEMIC,judicial; 19 pandemic; constituents; partisan; impacts; FDA; armed; settlement act; mentioned earlier; ted cruz,judicial,19 pandemic,constituents,partisan,impacts,FDA,armed,settlement act,mentioned earlier,ted cruz
118.0,"October 7, 2023",10.0,7,2023,STEMMING THE TIDE OF HATE CRIMES IN AMERICA,judicial; counterterrorism; 2026; abuses; www fcc; partisan; tuesday; amendments; session __________; concerns,judicial,counterterrorism,2026,abuses,www fcc,partisan,tuesday,amendments,session __________,concerns
118.0,"September 9, 
2021",9.0,9,2021,COMBATTING THE YOUTH VAPING EPIDEMIC BY ENHANCING ENFORCEMENT AGAINST ILLEGAL E-CIGARETTES,judicial; tobacco; enrolled; presidential; Veterans Affairs; FDA; discussed; 21st; Tax Cuts; session __________,judicial,tobacco,enrolled,presidential,Veterans Affairs,FDA,discussed,21st,Tax Cuts,session __________
118.0,"December 25, 1989",,25,1989,AN EXAMINATION OF PRISON LABOR IN AMERICA,judicial; ted cruz; session __________; prisons; counterterrorism; tenure; candidates; executive branch; opportunity testify; screening,judicial,ted cruz,session __________,prisons,counterterrorism,tenure,candidates,executive branch,opportunity testify,screening
118.0,na,,na,na,FROM UNAUTHORIZED DIGITAL REPLICAS,judicial; tillis; defense authorization; documented; patents; www fcc; __________ printed; investigations; comply; forms,judicial,tillis,defense authorization,documented,patents,www fcc,__________ printed,investigations,comply,forms
118.0,na,,na,na,BEFORE THE,judicial; candidates; oversight; executive branch; tax code; vice chair; session __________; www govinfo; legislative; filed,judicial,candidates,oversight,executive branch,tax code,vice chair,session __________,www govinfo,legislative,filed
118.0,na,,na,na,OF SOLITARY CONFINEMENT,judicial; ted cruz; defense authorization; holding hearing; testifying; administered; sexual assault; executive order; screening; documented,judicial,ted cruz,defense authorization,holding hearing,testifying,administered,sexual assault,executive order,screening,documented
118.0,"February 14, 2024",2.0,14,2024,THE CONTINUED ASSAULT ON REPRODUCTIVE  FREEDOMS IN POST-DOBBS AMERICA,judicial; sexual assault; amendments; partisan; reproductive; restrict; unanimous consent; executive order; documented; designated,judicial,sexual assault,amendments,partisan,reproductive,restrict,unanimous consent,executive order,documented,designated
118.0,"January 6, 2021",1.0,6,2021,PROTECTING VOTING RIGHTS IN AMERICA,voter; judicial; amendments; protections; executive order; vice chair; constituents; holding hearing; partisan; nominees,voter,judicial,amendments,protections,executive order,vice chair,constituents,holding hearing,partisan,nominees
118.0,"November 15, 2022",11.0,15,2022,HUMAN RIGHTS IN HOUSING,human rights; district court; candidates; income housing; legislative; whitehouse thank; holding hearing; amendments; hrg 118; sit,human rights,district court,candidates,income housing,legislative,whitehouse thank,holding hearing,amendments,hrg 118,sit
118.0,"March 8, 2024",3.0,8,2024,MODERN-DAY VOTING DISCRIMINATION IN ALABAMA,judge; elections; alabama; state department; discrimination; constitution; tenure; unanimous; questions submitted; welch,judge,elections,alabama,state department,discrimination,constitution,tenure,unanimous,questions submitted,welch
118.0,na,,na,na,ASSESSING THE TOLL ON CORRECTIONAL OFFICERS AND INCARCERATED PERSONS,judicial; session __________; security council; www govinfo; prisons; appointment; government accountability; counterterrorism; mentioned earlier; questions record,judicial,session __________,security council,www govinfo,prisons,appointment,government accountability,counterterrorism,mentioned earlier,questions record
118.0,"December 25, 2019",,25,2019,BIG TECH AND THE ONLINE CHILD SEXUAL EXPLOITATION CRISIS,judicial; www govinfo; sexual assault; documented; candidates; accessed; questions record; screening; 2023 https; child tax,judicial,www govinfo,sexual assault,documented,candidates,accessed,questions record,screening,2023 https,child tax
118.0,na,,na,na,AI IN CRIMINAL INVESTIGATIONS AND PROSECUTIONS,judicial; candidates; counterterrorism; screening; testify; session __________; vice chair; executive branch; 2025; met pursuant,judicial,candidates,counterterrorism,screening,testify,session __________,vice chair,executive branch,2025,met pursuant
118.0,na,,na,na,"THE PATENT ELIGIBILITY RESTORATION ACT RESTORING CLARITY, CERTAINTY, AND PREDICTABILITY TO THE U.S. PATENT SYSTEM",patents; judicial; tax code; reauthorization; patent; constituents; documented; security interests; regulations; filed,patents,judicial,tax code,reauthorization,patent,constituents,documented,security interests,regulations,filed
118.0,"January 3, 2019",1.0,3,2019,REIMAGINING REHABILITATION AND PROTECTING PUBLIC SAFETY,judicial; thank chair; executive branch; settlement act; legislative; public safety; forward hearing; rehabilitation; tenure; compliance,judicial,thank chair,executive branch,settlement act,legislative,public safety,forward hearing,rehabilitation,tenure,compliance
118.0,na,,na,na,THE FUTURE OF JOURNALISM,judicial; secretary kendall; disclosure; executive branch; partisan; screening; oversight; conducted; www fcc; filed,judicial,secretary kendall,disclosure,executive branch,partisan,screening,oversight,conducted,www fcc,filed
118.0,na,,na,na,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,appointed; judicial; cruz; partisan; executive order; forward hearing; appointments; 2024; session __________; vice chair,appointed,judicial,cruz,partisan,executive order,forward hearing,appointments,2024,session __________,vice chair
118.0,na,,na,na,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,judicial; appointments; cruz; appointed; partisan; executive order; forward hearing; chair thank; session __________; secretary kendall,judicial,appointments,cruz,appointed,partisan,executive order,forward hearing,chair thank,session __________,secretary kendall
118.0,na,,na,na,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,judicial; appointments; cruz; executive order; vice chair; appointed; partisan; forward hearing; session __________; secretary kendall,judicial,appointments,cruz,executive order,vice chair,appointed,partisan,forward hearing,session __________,secretary kendall
118.0,na,,na,na,A DEEPER LOOK,judicial; foster; access care; abuses; hrg 118; designated; documented; ted cruz; whitehouse thank; tenure,judicial,foster,access care,abuses,hrg 118,designated,documented,ted cruz,whitehouse thank,tenure
118.0,"June 30, 2017",6.0,30,2017,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,judicial; appointments; cruz; executive order; appointed; partisan; forward hearing; secretary kendall; session __________; chair thank,judicial,appointments,cruz,executive order,appointed,partisan,forward hearing,secretary kendall,session __________,chair thank
118.0,na,,na,na,FOSTER CHILDREN IN THE COURTS,judicial; child tax; ted cruz; partisan; executive order; vice chair; 2025; questions submitted; district court; amendments,judicial,child tax,ted cruz,partisan,executive order,vice chair,2025,questions submitted,district court,amendments
118.0,na,,na,na,EXAMINING COMPETITION AND CONSUMER RIGHTS IN HOUSING MARKETS,judicial; consumer protection; candidates; Tax Cuts; trade commission; settlement act; reservations; private equity; discrimination; vice chair,judicial,consumer protection,candidates,Tax Cuts,trade commission,settlement act,reservations,private equity,discrimination,vice chair
118.0,na,,na,na,PRESERVING DUE PROCESS AND THE,judicial; immigration; pursuant notice; filed; amendments; settlement act; executive order; 2023 __________; forward hearing; Tax Cuts,judicial,immigration,pursuant notice,filed,amendments,settlement act,executive order,2023 __________,forward hearing,Tax Cuts
118.0,"October 17, 2023",10.0,17,2023,"NAME, IMAGE, AND LIKENESS, AND THE FUTURE OF COLLEGE SPORTS",judges; 2023 __________; ted cruz; sec; partisan; waiver; conducted; filed; nominees; legislative,judges,2023 __________,ted cruz,sec,partisan,waiver,conducted,filed,nominees,legislative
118.0,na,,na,na,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,district court; durbin thank; appointments; executive order; forward hearing; session __________; www govinfo; __________ printed; general garland; met pursuant,district court,durbin thank,appointments,executive order,forward hearing,session __________,www govinfo,__________ printed,general garland,met pursuant
118.0,na,,na,na,PROTECTING OUR FAMILIES FROM UNSAFE ONLINE COUNTERFEITS,judicial; consumer protection; patents; documented; counterterrorism; screening; tax code; oversight; anti corruption; settlement act,judicial,consumer protection,patents,documented,counterterrorism,screening,tax code,oversight,anti corruption,settlement act
118.0,na,,na,na,TRANSPARENCY AND ACCOUNTABILITY IN THE ACCOMMODATION PROCESS,judicial; president's budget; www govinfo; executive branch; government accountability; documented; hrg 118; filed; conducted; legislative,judicial,president's budget,www govinfo,executive branch,government accountability,documented,hrg 118,filed,conducted,legislative
118.0,na,,na,na,MANIPULATION OF CHAPTER 11 BANKRUPTCY,judicial; bankruptcy; government accountability; executive branch; documented; filed; Tax Cuts; settlement act; legislative; tenure,judicial,bankruptcy,government accountability,executive branch,documented,filed,Tax Cuts,settlement act,legislative,tenure
118.0,na,,na,na,OVERSIGHT OF THE FEDERAL BUREAU OF PRISONS,judicial; prisons; secretary kendall; oversight; executive branch; tenure; session __________; accountability office; thank chair; department justice,judicial,prisons,secretary kendall,oversight,executive branch,tenure,session __________,accountability office,thank chair,department justice
118.0,na,,na,na,ON ARTIFICIAL INTELLIGENCE,judicial; oversight; executive branch; tax code; moore; partisan; www govinfo; intelligence community; questions submitted; documented,judicial,oversight,executive branch,tax code,moore,partisan,www govinfo,intelligence community,questions submitted,documented
118.0,na,,na,na,LIMITS LIBERTY AND LITERATURE,judicial; prohibit; regulated; scrutiny; executive order; published; american public; disinformation; www fcc; amendment,judicial,prohibit,regulated,scrutiny,executive order,published,american public,disinformation,www fcc,amendment
118.0,na,,na,na,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,judicial; appointments; cruz; executive order; appointed; partisan; forward hearing; secretary kendall; questions submitted; chair thank,judicial,appointments,cruz,executive order,appointed,partisan,forward hearing,secretary kendall,questions submitted,chair thank
118.0,"July 
 24, 2023",7.0,24,2023,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,district court; durbin thank; executive branch; appointments; session __________; important hearing; pursuant notice; conducted; constitution; www govinfo,district court,durbin thank,executive branch,appointments,session __________,important hearing,pursuant notice,conducted,constitution,www govinfo
118.0,"July 26, 2023",7.0,26,2023,OVERSIGHT OF THE UNITED STATES PATENT AND TRADEMARK OFFICE,patents; judicial; oversight; constituents; printed; trade commission; cited; taxpayer; regulatory; intellectual property,patents,judicial,oversight,constituents,printed,trade commission,cited,taxpayer,regulatory,intellectual property
118.0,"July 24, 2023",7.0,24,2023,PRINCIPLES FOR REGULATION,judicial; oversight; tax code; executive branch; legislation; partisan; constitution; screening; compliance; conducted,judicial,oversight,tax code,executive branch,legislation,partisan,constitution,screening,compliance,conducted
118.0,na,,na,na,TRENDS IN VERTICAL MERGER ENFORCEMENT,mergers; judicial; regulatory; antitrust; settlement act; partisan; executive branch; tenure; amendment; oversight,mergers,judicial,regulatory,antitrust,settlement act,partisan,executive branch,tenure,amendment,oversight
118.0,"July 12, 2023",7.0,12,2023,ARTIFICIAL INTELLIGENCE AND INTELLECTUAL,judicial; intellectual property; intelligence community; president's budget; moore; oversight; cited; tax code; director national; printed,judicial,intellectual property,intelligence community,president's budget,moore,oversight,cited,tax code,director national,printed
118.0,"June 29, 2023",6.0,29,2023,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,district court; durbin thank; appointments; session __________; executive branch; important hearing; pursuant notice; 2026; conducted; constitution,district court,durbin thank,appointments,session __________,executive branch,important hearing,pursuant notice,2026,conducted,constitution
118.0,"June 20, 2023",6.0,20,2023,BEFORE THE,supreme court; partisan; discrimination; reauthorization; unanimous consent; amendments; civil rights; vice chair; forward hearing; 2023 https,supreme court,partisan,discrimination,reauthorization,unanimous consent,amendments,civil rights,vice chair,forward hearing,2023 https
118.0,"June 14, 2023",6.0,14,2023,ENSURING THE SAFETY AND WELL-BEING OF UNACCOMPANIED CHILDREN,judicial; president's budget; forward hearing; child tax; secretary kendall; partisan; executive order; booker; prepare; district columbia,judicial,president's budget,forward hearing,child tax,secretary kendall,partisan,executive order,booker,prepare,district columbia
118.0,"June 14, 2023",6.0,14,2023,"SUPREME COURT ETHICS, RECUSAL, AND TRANSPARENCY ACT OF 2023",judicial; executive branch; 2024; partisan; tax code; tenure; presiding present; filed; legislative; conducted,judicial,executive branch,2024,partisan,tax code,tenure,presiding present,filed,legislative,conducted
118.0,na,,na,na,OVERSIGHT OF SECTION 702 OF THE FOREIGN INTELLIGENCE SURVEILLANCE ACT AND RELATED SURVEILLANCE AUTHORITIES,judicial; surveillance; oversight; executive branch; accountability office; fbi; scrutiny; 2025; documented; security interests,judicial,surveillance,oversight,executive branch,accountability office,fbi,scrutiny,2025,documented,security interests
118.0,na,,na,na,ARTIFICIAL INTELLIGENCE AND HUMAN RIGHTS,judicial; human rights; ted cruz; executive order; intelligence community; waiver; vice chair; security council; representation; amended,judicial,human rights,ted cruz,executive order,intelligence community,waiver,vice chair,security council,representation,amended
118.0,na,,na,na,ARTIFICIAL INTELLIGENCE AND,patents; judicial; intelligence community; oversight; cited; moore; tax code; intellectual property; constituents; trade commission,patents,judicial,intelligence community,oversight,cited,moore,tax code,intellectual property,constituents,trade commission
118.0,"June 6, 2023",6.0,6,2023,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,judicial; appointments; cruz; executive branch; appointed; partisan; forward hearing; secretary kendall; questions submitted; district columbia,judicial,appointments,cruz,executive branch,appointed,partisan,forward hearing,secretary kendall,questions submitted,district columbia
118.0,"May 31, 2023",5.0,31,2023,IMMIGRANT WORKERS GET THE JOB DONE,judicial; president's budget; immigration; forward hearing; candidates; executive branch; booker; pursuant notice; responses written; tenure,judicial,president's budget,immigration,forward hearing,candidates,executive branch,booker,pursuant notice,responses written,tenure
118.0,"May 16, 2023",5.0,16,2023,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,appointed; district court; executive order; cruz; partisan; appointment; judicial; secretary kendall; forward hearing; nominees,appointed,district court,executive order,cruz,partisan,appointment,judicial,secretary kendall,forward hearing,nominees
118.0,"May 17, 2023",5.0,17,2023,REVIEW OF FEDERAL JUDICIAL ETHICS PROCESSES AT THE JUDICIAL CONFERENCE OF THE UNITED STATES,judicial; session __________; durbin thank; 21st; presiding present; conducted; irs; documentation; executive order; questions record,judicial,session __________,durbin thank,21st,presiding present,conducted,irs,documentation,executive order,questions record
118.0,"May 12, 2023",5.0,12,2023,FOR ARTIFICIAL INTELLIGENCE,judicial; oversight; ted cruz; intelligence community; executive order; partisan; tax code; forward hearing; questions record; screening,judicial,oversight,ted cruz,intelligence community,executive order,partisan,tax code,forward hearing,questions record,screening
118.0,na,,na,na,COMPETITION IN THE DIGITAL ADVERTISING ECOSYSTEM,judicial; campaigns; printed; 2023 __________; www govinfo; trade commission; conducted; vice chair; nominees; regulations,judicial,campaigns,printed,2023 __________,www govinfo,trade commission,conducted,vice chair,nominees,regulations
118.0,"February 13, 2012",2.0,13,2012,SUPREME COURT ETHICS REFORM,judicial; tax code; executive order; general garland; vice chair; partisan; waiver; tenure; amendments; filed,judicial,tax code,executive order,general garland,vice chair,partisan,waiver,tenure,amendments,filed
118.0,na,,na,na,THE ASSAULT ON REPRODUCTIVE RIGHTS IN A POST-DOBBS AMERICA,sexual assault; supreme court; partisan; reproductive; unanimous consent; amendments; screening; executive order; documented; rhode,sexual assault,supreme court,partisan,reproductive,unanimous consent,amendments,screening,executive order,documented,rhode
118.0,"April 19, 2023",4.0,19,2023,HOLDING RUSSIAN KLEPTOCRATS AND HUMAN RIGHTS VIOLATORS ACCOUNTABLE FOR THEIR CRIMES AGAINST UKRAINE,judicial; support ukraine; government accountability; candidates; hrg 118; counterterrorism; violations; documented; human rights; alaska native,judicial,support ukraine,government accountability,candidates,hrg 118,counterterrorism,violations,documented,human rights,alaska native
118.0,"April 17, 2023",4.0,17,2023,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,judicial; appointments; cruz; executive branch; appointed; partisan; forward hearing; secretary kendall; questions submitted; district columbia,judicial,appointments,cruz,executive branch,appointed,partisan,forward hearing,secretary kendall,questions submitted,district columbia
118.0,"April 25, 
 2023",4.0,25,2023,FOREIGN COMPETITIVE THREATS TO AMERICAN INNOVATION AND ECONOMIC LEADERSHIP,patents; partisan; judicial; oversight; president's budget; tariffs; american public; executive branch; cited; competitiveness,patents,partisan,judicial,oversight,president's budget,tariffs,american public,executive branch,cited,competitiveness
118.0,"March 
 17, 2023",3.0,17,2023,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,judicial; appointments; cruz; executive branch; appointed; partisan; forward hearing; secretary kendall; district columbia; questions submitted,judicial,appointments,cruz,executive branch,appointed,partisan,forward hearing,secretary kendall,district columbia,questions submitted
118.0,"March 15, 2023",3.0,15,2023,PROTECTING PUBLIC SAFETY AFTER NEW YORK STATE RIFLE & PISTOL ASSOCIATION V. BRUEN,judicial; defense authorization; partisan; public safety; amendment; good news; settlement act; rounds; executive order; screening,judicial,defense authorization,partisan,public safety,amendment,good news,settlement act,rounds,executive order,screening
118.0,"February 10, 2023",2.0,10,2023,GONZALEZ AND REFORM,judicial; president's budget; secretary kendall; government accountability; disclosure; executive order; tax code; moore; www fcc; partisan,judicial,president's budget,secretary kendall,government accountability,disclosure,executive order,tax code,moore,www fcc,partisan
118.0,na,,na,na,REINING IN DOMINANT DIGITAL,judicial; digital; www govinfo; antitrust; candidates; rulemaking; printed; american public; legislative; filed,judicial,digital,www govinfo,antitrust,candidates,rulemaking,printed,american public,legislative,filed
118.0,na,,na,na,OVERSIGHT OF THE DEPARTMENT OF JUSTICE,judicial; oversight; executive branch; department justice; partisan; judge; vice chair; district court; forward hearing; appointed,judicial,oversight,executive branch,department justice,partisan,judge,vice chair,district court,forward hearing,appointed
118.0,na,,na,na,HOW CONGRESS CAN RECOGNIZE RATIFICATION AND ENSHRINE EQUALITY IN OUR CONSTITUTION,amendments; supreme court; constitution; discrimination; rights settlement; partisan; unanimous; reauthorization; rhode; government accountability,amendments,supreme court,constitution,discrimination,rights settlement,partisan,unanimous,reauthorization,rhode,government accountability
118.0,"February 14, 2023",2.0,14,2023,CONFIRMATION HEARING ON FEDERAL APPOINTMENTS,appointed; district court; president's budget; cruz; executive order; partisan; appointments; judicial; secretary kendall; candidates,appointed,district court,president's budget,cruz,executive order,partisan,appointments,judicial,secretary kendall,candidates
118.0,"February 14, 2023",2.0,14,2023,PROTECTING OUR CHILDREN ONLINE,judicial; president's budget; secretary kendall; booker; partisan; child tax; forward hearing; executive order; district columbia; screening,judicial,president's budget,secretary kendall,booker,partisan,child tax,forward hearing,executive order,district columbia,screening
118.0,"January 20, 2023",1.0,20,2023,CONFIRMATION HEARING ON FEDERAL  APPOINTMENTS,appointed; district court; cruz; partisan; executive order; forward hearing; appointments; judges; www govinfo; secretary kendall,appointed,district court,cruz,partisan,executive order,forward hearing,appointments,judges,www govinfo,secretary kendall
118.0,"January 31, 2023",1.0,31,2023,COMPETITION AND PROTECTING CONSUMERS IN LIVE ENTERTAINMENT,judge; nominees; legislative; conducted; tennessee; vice chair; forward hearing; reservations; partisan; judicial,judge,nominees,legislative,conducted,tennessee,vice chair,forward hearing,reservations,partisan,judicial
118.0,na,,na,na,OVERSIGHT OF THE UNITED STATES CAPITOL POLICE,executive branch; district court; rulemaking; accountability office; amended; deputy secretary; holding hearing; pact act; oversight; security council,executive branch,district court,rulemaking,accountability office,amended,deputy secretary,holding hearing,pact act,oversight,security council
118.0,"September 11, 2001",9.0,11,2001,SENATE PROCEDURES TO CONFIRM NOMINEES,nominees; executive branch; forward hearing; amended; deputy secretary; appointment; moore; appointed; rulemaking; durbin thank,nominees,executive branch,forward hearing,amended,deputy secretary,appointment,moore,appointed,rulemaking,durbin thank
118.0,na,,na,na,OVERSIGHT OF THE SMITHSONIAN INSTITUTION,executive branch; district columbia; oversight; mr powell; department justice; constitution; important hearing; commission; governmental affairs; regulations,executive branch,district columbia,oversight,mr powell,department justice,constitution,important hearing,commission,governmental affairs,regulations
118.0,na,,na,na,ADMINISTRATION OF UPCOMING ELECTIONS,executive branch; elections; deputy secretary; adjourned; regulations; district columbia; 2024; amended; tenure; legislative,executive branch,elections,deputy secretary,adjourned,regulations,district columbia,2024,amended,tenure,legislative
118.0,na,,na,na,"THE USE OF ARTIFICIAL INTELLIGENCE AT THE LIBRARY OF CONGRESS, GOVERNMENT PUBLISHING OFFICE, AND SMITHSONIAN INSTITUTION",executive branch; intelligence community; rulemaking; constitution; district columbia; mr powell; answer department; www govinfo; government accountability; fbi,executive branch,intelligence community,rulemaking,constitution,district columbia,mr powell,answer department,www govinfo,government accountability,fbi
118.0,na,,na,na,OVERSIGHT OF THE UNITED STATES  GOVERNMENT PUBLISHING OFFICE,executive branch; oversight; district court; constitution; accountability office; pursuant notice; deputy secretary; regulations; conducted; attorney general,executive branch,oversight,district court,constitution,accountability office,pursuant notice,deputy secretary,regulations,conducted,attorney general
118.0,na,,na,na,ONGOING THREATS TO ELECTION  ADMINISTRATION,executive branch; threats; candidates; deputy secretary; rulemaking; amended; tenure; district columbia; chairwoman stabenow; security council,executive branch,threats,candidates,deputy secretary,rulemaking,amended,tenure,district columbia,chairwoman stabenow,security council
118.0,na,,na,na,AI AND THE FUTURE OF OUR ELECTIONS,elections; executive branch; 2023 __________; adjourned; secretary kendall; rulemaking; amended; chair cantwell; appointed; durbin thank,elections,executive branch,2023 __________,adjourned,secretary kendall,rulemaking,amended,chair cantwell,appointed,durbin thank
118.0,"December 31, 
